date,"(0, 'hors')","(0, 'u')","(0, 'v')","(0, 'ws')","(0, 'wd')","(1, 'hors')","(1, 'u')","(1, 'v')","(1, 'ws')","(1, 'wd')","(2, 'hors')","(2, 'u')","(2, 'v')","(2, 'ws')","(2, 'wd')","(3, 'hors')","(3, 'u')","(3, 'v')","(3, 'ws')","(3, 'wd')",wp4
2009-07-01 01:00:00,1.0,3.15,-2.15,3.81,124.27,,,,,,,,,,,,,,,,0.105
2009-07-01 02:00:00,2.0,3.15,-1.9,3.68,121.07,,,,,,,,,,,,,,,,0.033
2009-07-01 03:00:00,3.0,3.15,-1.85,3.66,120.49,,,,,,,,,,,,,,,,0.022
2009-07-01 04:00:00,4.0,3.15,-1.94,3.7,121.62,,,,,,,,,,,,,,,,0.039
2009-07-01 05:00:00,5.0,3.12,-2.04,3.72,123.22,,,,,,,,,,,,,,,,0.066
2009-07-01 06:00:00,6.0,3.03,-2.05,3.66,124.11,,,,,,,,,,,,,,,,0.105
2009-07-01 07:00:00,7.0,2.88,-1.89,3.45,123.27,,,,,,,,,,,,,,,,0.017
2009-07-01 08:00:00,8.0,2.77,-1.61,3.2,120.18,,,,,,,,,,,,,,,,0.017
2009-07-01 09:00:00,9.0,2.8,-1.29,3.09,114.74,,,,,,,,,,,,,,,,0.006
2009-07-01 10:00:00,10.0,3.05,-1.01,3.21,108.32,,,,,,,,,,,,,,,,0.0
2009-07-01 11:00:00,11.0,3.35,-0.8,3.44,103.38,,,,,,,,,,,,,,,,0.0
2009-07-01 12:00:00,12.0,3.49,-0.68,3.55,100.95,,,,,,,,,,,,,,,,0.0
2009-07-01 13:00:00,13.0,3.34,-0.65,3.4,101.04,1.0,3.36,-0.9,3.48,105.02,,,,,,,,,,,0.0
2009-07-01 14:00:00,14.0,3.09,-0.66,3.16,102.01,2.0,3.29,-1.05,3.45,107.7,,,,,,,,,,,0.0
2009-07-01 15:00:00,15.0,3.02,-0.61,3.08,101.43,3.0,3.37,-1.0,3.51,106.52,,,,,,,,,,,0.0
2009-07-01 16:00:00,16.0,3.29,-0.45,3.32,97.83,4.0,3.53,-0.83,3.63,103.17,,,,,,,,,,,0.0
2009-07-01 17:00:00,17.0,3.69,-0.25,3.7,93.91,5.0,3.68,-0.64,3.73,99.81,,,,,,,,,,,0.0
2009-07-01 18:00:00,18.0,3.92,-0.11,3.93,91.61,6.0,3.72,-0.54,3.76,98.26,,,,,,,,,,,0.0
2009-07-01 19:00:00,19.0,3.76,-0.11,3.76,91.63,7.0,3.59,-0.62,3.64,99.74,,,,,,,,,,,0.017
2009-07-01 20:00:00,20.0,3.26,-0.26,3.27,94.49,8.0,3.27,-0.79,3.37,103.61,,,,,,,,,,,0.05
2009-07-01 21:00:00,21.0,2.58,-0.55,2.64,102.12,9.0,2.8,-0.96,2.96,108.99,,,,,,,,,,,0.033
2009-07-01 22:00:00,22.0,1.85,-0.97,2.09,117.54,10.0,2.2,-1.05,2.44,115.54,,,,,,,,,,,0.044
2009-07-01 23:00:00,23.0,1.13,-1.32,1.74,139.44,11.0,1.52,-1.09,1.87,125.52,,,,,,,,,,,0.0
2009-07-02 00:00:00,24.0,0.47,-1.43,1.5,161.75,12.0,0.81,-1.12,1.38,144.12,,,,,,,,,,,0.0
2009-07-02 01:00:00,25.0,-0.09,-1.15,1.15,184.26,13.0,0.13,-1.18,1.19,173.71,1.0,0.27,-1.36,1.39,168.73,,,,,,0.0
2009-07-02 02:00:00,26.0,-0.48,-0.64,0.8,217.02,14.0,-0.41,-1.19,1.26,199.1,2.0,-0.12,-1.33,1.33,185.11,,,,,,0.0
2009-07-02 03:00:00,27.0,-0.65,-0.11,0.66,260.67,15.0,-0.7,-1.05,1.26,213.89,3.0,-0.19,-1.25,1.27,188.54,,,,,,0.0
2009-07-02 04:00:00,28.0,-0.58,0.26,0.63,294.19,16.0,-0.69,-0.7,0.98,224.71,4.0,-0.06,-1.15,1.15,182.96,,,,,,0.0
2009-07-02 05:00:00,29.0,-0.35,0.44,0.56,321.83,17.0,-0.55,-0.29,0.63,242.33,5.0,0.09,-1.04,1.04,175.2,,,,,,0.0
2009-07-02 06:00:00,30.0,-0.1,0.47,0.48,348.26,18.0,-0.54,-0.03,0.54,266.39,6.0,0.06,-0.93,0.93,176.46,,,,,,0.0
2009-07-02 07:00:00,31.0,0.06,0.36,0.37,8.82,19.0,-0.83,-0.06,0.83,265.65,7.0,-0.27,-0.83,0.88,198.07,,,,,,0.0
2009-07-02 08:00:00,32.0,0.02,0.22,0.23,5.57,20.0,-1.32,-0.23,1.34,260.05,8.0,-0.74,-0.75,1.06,224.51,,,,,,0.0
2009-07-02 09:00:00,33.0,-0.28,0.15,0.32,297.72,21.0,-1.86,-0.32,1.89,260.12,9.0,-1.11,-0.68,1.3,238.75,,,,,,0.0
2009-07-02 10:00:00,34.0,-0.86,0.2,0.89,283.21,22.0,-2.28,-0.19,2.28,265.19,10.0,-1.21,-0.61,1.35,243.28,,,,,,0.0
2009-07-02 11:00:00,35.0,-1.39,0.3,1.42,282.27,23.0,-2.4,0.04,2.4,270.92,11.0,-1.02,-0.6,1.19,239.6,,,,,,0.0
2009-07-02 12:00:00,36.0,-1.44,0.33,1.48,282.73,24.0,-2.04,0.17,2.05,274.79,12.0,-0.61,-0.72,0.94,220.41,,,,,,0.0
2009-07-02 13:00:00,37.0,-0.76,0.19,0.78,284.13,25.0,-1.11,0.06,1.11,273.17,13.0,-0.02,-1.0,1.0,180.96,1.0,0.37,-1.22,1.28,163.21,0.0
2009-07-02 14:00:00,38.0,0.42,-0.05,0.42,97.26,26.0,0.17,-0.24,0.29,145.52,14.0,0.7,-1.4,1.57,153.57,2.0,1.18,-2.01,2.33,149.51,0.0
2009-07-02 15:00:00,39.0,1.7,-0.32,1.73,100.66,27.0,1.47,-0.64,1.61,113.56,15.0,1.47,-1.87,2.38,141.8,3.0,1.94,-2.36,3.06,140.56,0.0
2009-07-02 16:00:00,40.0,2.77,-0.54,2.83,101.08,28.0,2.55,-1.06,2.76,112.59,16.0,2.24,-2.34,3.24,136.22,4.0,2.62,-2.41,3.57,132.62,0.039
2009-07-02 17:00:00,41.0,3.54,-0.72,3.61,101.53,29.0,3.31,-1.48,3.62,114.13,17.0,2.9,-2.74,3.99,133.37,5.0,3.18,-2.33,3.94,126.19,0.05
2009-07-02 18:00:00,42.0,3.97,-0.88,4.07,102.43,30.0,3.72,-1.91,4.18,117.18,18.0,3.36,-3.03,4.53,132.04,6.0,3.56,-2.27,4.22,122.53,0.055
2009-07-02 19:00:00,43.0,4.07,-1.03,4.2,104.17,31.0,3.78,-2.33,4.44,121.68,19.0,3.54,-3.16,4.74,131.75,7.0,3.74,-2.37,4.43,122.41,0.105
2009-07-02 20:00:00,44.0,3.92,-1.22,4.1,107.31,32.0,3.6,-2.67,4.49,126.58,20.0,3.48,-3.16,4.7,132.22,8.0,3.74,-2.55,4.53,124.31,0.088
2009-07-02 21:00:00,45.0,3.62,-1.5,3.92,112.53,33.0,3.32,-2.83,4.36,130.52,21.0,3.26,-3.08,4.48,133.38,9.0,3.62,-2.68,4.5,126.53,0.066
2009-07-02 22:00:00,46.0,3.26,-1.88,3.77,119.96,34.0,3.03,-2.74,4.08,132.13,22.0,2.94,-2.95,4.17,135.08,10.0,3.41,-2.64,4.32,127.78,0.011
2009-07-02 23:00:00,47.0,2.85,-2.22,3.61,127.96,35.0,2.73,-2.4,3.64,131.37,23.0,2.59,-2.71,3.76,136.29,11.0,3.17,-2.43,4.0,127.48,0.0
2009-07-03 00:00:00,48.0,2.36,-2.35,3.33,134.93,36.0,2.37,-1.86,3.01,128.04,24.0,2.27,-2.29,3.23,135.23,12.0,2.96,-2.06,3.6,124.81,0.0
2009-07-03 01:00:00,37.0,1.95,-1.16,2.27,120.69,25.0,2.04,-1.67,2.64,129.16,13.0,2.82,-1.56,3.22,118.89,1.0,2.95,-1.41,3.27,115.47,0.0
2009-07-03 02:00:00,38.0,1.62,-0.49,1.69,106.88,26.0,1.98,-1.03,2.23,117.56,14.0,2.81,-1.1,3.02,111.33,2.0,3.01,-0.87,3.13,106.2,0.0
2009-07-03 03:00:00,39.0,1.54,-0.05,1.54,91.93,27.0,2.16,-0.66,2.25,106.92,15.0,2.98,-0.88,3.11,106.38,3.0,3.28,-0.96,3.42,106.32,0.0
2009-07-03 04:00:00,40.0,1.84,0.01,1.84,89.63,28.0,2.61,-0.71,2.7,105.23,16.0,3.35,-1.01,3.5,106.83,4.0,3.68,-1.46,3.96,111.59,0.0
2009-07-03 05:00:00,41.0,2.4,-0.21,2.41,94.99,29.0,3.17,-1.03,3.33,108.08,17.0,3.79,-1.31,4.0,109.04,5.0,4.1,-2.06,4.59,116.72,0.039
2009-07-03 06:00:00,42.0,3.02,-0.57,3.08,100.62,30.0,3.64,-1.39,3.89,110.88,18.0,4.13,-1.48,4.39,109.72,6.0,4.41,-2.45,5.04,119.09,0.072
2009-07-03 07:00:00,43.0,3.57,-0.93,3.68,104.6,31.0,3.86,-1.58,4.17,112.32,19.0,4.26,-1.35,4.47,107.65,7.0,4.52,-2.41,5.12,118.09,0.143
2009-07-03 08:00:00,44.0,3.98,-1.24,4.17,107.29,32.0,3.9,-1.68,4.25,113.28,20.0,4.22,-1.15,4.37,105.22,8.0,4.5,-2.21,5.01,116.17,0.154
2009-07-03 09:00:00,45.0,4.26,-1.46,4.5,108.93,33.0,3.9,-1.79,4.29,114.67,21.0,4.12,-1.18,4.28,106.0,9.0,4.44,-2.23,4.97,116.65,0.072
2009-07-03 10:00:00,46.0,4.4,-1.58,4.68,109.69,34.0,3.95,-1.99,4.42,116.78,22.0,4.03,-1.67,4.36,112.45,10.0,4.42,-2.73,5.19,121.68,0.171
2009-07-03 11:00:00,47.0,4.48,-1.65,4.78,110.26,35.0,4.08,-2.21,4.64,118.4,23.0,3.99,-2.39,4.65,120.92,11.0,4.42,-3.49,5.63,128.3,0.176
2009-07-03 12:00:00,48.0,4.58,-1.79,4.92,111.34,36.0,4.31,-2.32,4.89,118.26,24.0,4.0,-3.03,5.02,127.15,12.0,4.39,-4.18,6.06,133.55,0.094
2009-07-03 13:00:00,37.0,4.62,-2.25,5.14,115.95,25.0,4.08,-3.35,5.28,129.37,13.0,4.34,-4.53,6.27,136.27,1.0,4.16,-3.99,5.76,133.78,0.055
2009-07-03 14:00:00,38.0,4.98,-2.14,5.41,113.23,26.0,4.26,-3.41,5.45,128.7,14.0,4.34,-4.6,6.32,136.67,2.0,4.61,-4.01,6.11,131.03,0.066
2009-07-03 15:00:00,39.0,5.31,-2.15,5.73,112.03,27.0,4.56,-3.36,5.66,126.38,15.0,4.52,-4.5,6.38,134.85,3.0,5.06,-4.03,6.46,128.54,0.105
2009-07-03 16:00:00,40.0,5.56,-2.41,6.06,113.39,28.0,4.98,-3.32,5.98,123.67,16.0,4.96,-4.35,6.59,131.27,4.0,5.47,-4.06,6.81,126.58,0.347
2009-07-03 17:00:00,41.0,5.69,-2.79,6.34,116.16,29.0,5.39,-3.33,6.34,121.76,17.0,5.47,-4.23,6.92,127.75,5.0,5.77,-4.13,7.1,125.61,0.573
2009-07-03 18:00:00,42.0,5.63,-3.14,6.45,119.15,30.0,5.63,-3.45,6.6,121.48,18.0,5.83,-4.23,7.2,125.94,6.0,5.9,-4.3,7.3,126.08,0.441
2009-07-03 19:00:00,43.0,5.38,-3.32,6.32,121.7,31.0,5.59,-3.66,6.68,123.26,19.0,5.88,-4.37,7.33,126.64,7.0,5.81,-4.57,7.39,128.19,0.347
2009-07-03 20:00:00,44.0,5.05,-3.4,6.09,124.0,32.0,5.33,-3.93,6.62,126.43,20.0,5.67,-4.56,7.28,128.78,8.0,5.59,-4.86,7.41,130.96,0.518
2009-07-03 21:00:00,45.0,4.79,-3.5,5.93,126.17,33.0,4.95,-4.17,6.48,130.09,21.0,5.34,-4.64,7.08,131.0,9.0,5.38,-5.04,7.37,133.13,0.468
2009-07-03 22:00:00,46.0,4.71,-3.69,5.98,128.1,34.0,4.57,-4.32,6.29,133.35,22.0,4.99,-4.53,6.74,132.24,10.0,5.26,-5.04,7.28,133.77,0.452
2009-07-03 23:00:00,47.0,4.71,-3.91,6.12,129.72,35.0,4.26,-4.34,6.08,135.56,23.0,4.65,-4.29,6.33,132.7,11.0,5.18,-4.88,7.11,133.28,0.364
2009-07-04 00:00:00,48.0,4.64,-4.05,6.16,131.17,36.0,4.09,-4.24,5.89,136.05,24.0,4.35,-4.05,5.94,133.0,12.0,5.04,-4.6,6.82,132.42,0.187
2009-07-04 01:00:00,37.0,4.09,-4.01,5.73,134.43,25.0,4.08,-3.89,5.64,133.65,13.0,4.78,-4.27,6.41,131.79,1.0,4.26,-3.86,5.75,132.2,0.165
2009-07-04 02:00:00,38.0,4.15,-3.72,5.57,131.9,26.0,3.83,-3.73,5.35,134.26,14.0,4.43,-3.9,5.9,131.36,2.0,4.06,-3.55,5.4,131.19,0.264
2009-07-04 03:00:00,39.0,4.09,-3.45,5.35,130.19,27.0,3.56,-3.45,4.96,134.09,15.0,4.05,-3.51,5.37,130.91,3.0,3.87,-3.29,5.08,130.38,0.65
2009-07-04 04:00:00,40.0,3.79,-3.27,5.01,130.71,28.0,3.27,-2.98,4.42,132.43,16.0,3.7,-3.13,4.84,130.2,4.0,3.68,-3.07,4.79,129.8,0.595
2009-07-04 05:00:00,41.0,3.33,-3.12,4.56,133.08,29.0,2.96,-2.43,3.83,129.37,17.0,3.34,-2.74,4.32,129.37,5.0,3.44,-2.85,4.47,129.58,0.38
2009-07-04 06:00:00,42.0,2.81,-2.94,4.07,136.28,30.0,2.7,-1.94,3.33,125.75,18.0,2.94,-2.36,3.77,128.72,6.0,3.1,-2.6,4.04,129.91,0.386
2009-07-04 07:00:00,43.0,2.34,-2.7,3.58,139.08,31.0,2.51,-1.65,3.0,123.25,19.0,2.5,-1.99,3.2,128.49,7.0,2.65,-2.3,3.51,130.99,0.088
2009-07-04 08:00:00,44.0,2.01,-2.46,3.17,140.71,32.0,2.41,-1.58,2.88,123.21,20.0,2.18,-1.71,2.77,128.01,8.0,2.28,-2.08,3.09,132.33,0.006
2009-07-04 09:00:00,45.0,1.9,-2.29,2.98,140.3,33.0,2.4,-1.75,2.97,126.08,21.0,2.19,-1.59,2.7,126.08,9.0,2.24,-2.05,3.04,132.55,0.011
