date,"(0, 'hors')","(0, 'u')","(0, 'v')","(0, 'ws')","(0, 'wd')","(1, 'hors')","(1, 'u')","(1, 'v')","(1, 'ws')","(1, 'wd')","(2, 'hors')","(2, 'u')","(2, 'v')","(2, 'ws')","(2, 'wd')","(3, 'hors')","(3, 'u')","(3, 'v')","(3, 'ws')","(3, 'wd')",wp3
2009-07-01 01:00:00,1.0,3.51,-2.43,4.27,124.75,,,,,,,,,,,,,,,,0.257
2009-07-01 02:00:00,2.0,2.96,-2.12,3.65,125.63,,,,,,,,,,,,,,,,0.178
2009-07-01 03:00:00,3.0,2.47,-2.02,3.19,129.29,,,,,,,,,,,,,,,,0.109
2009-07-01 04:00:00,4.0,2.05,-2.06,2.9,135.14,,,,,,,,,,,,,,,,0.079
2009-07-01 05:00:00,5.0,1.72,-2.11,2.72,140.85,,,,,,,,,,,,,,,,0.099
2009-07-01 06:00:00,6.0,1.53,-2.07,2.57,143.52,,,,,,,,,,,,,,,,0.069
2009-07-01 07:00:00,7.0,1.49,-1.86,2.38,141.17,,,,,,,,,,,,,,,,0.0
2009-07-01 08:00:00,8.0,1.55,-1.62,2.24,136.2,,,,,,,,,,,,,,,,0.0
2009-07-01 09:00:00,9.0,1.63,-1.55,2.25,133.67,,,,,,,,,,,,,,,,0.0
2009-07-01 10:00:00,10.0,1.65,-1.78,2.43,137.08,,,,,,,,,,,,,,,,0.0
2009-07-01 11:00:00,11.0,1.63,-2.1,2.66,142.1,,,,,,,,,,,,,,,,0.0
2009-07-01 12:00:00,12.0,1.58,-2.24,2.74,144.79,,,,,,,,,,,,,,,,0.0
2009-07-01 13:00:00,13.0,1.51,-1.99,2.49,142.77,1.0,1.88,-1.75,2.57,133.0,,,,,,,,,,,0.0
2009-07-01 14:00:00,14.0,1.49,-1.44,2.07,134.12,2.0,2.2,-1.57,2.7,125.58,,,,,,,,,,,0.0
2009-07-01 15:00:00,15.0,1.59,-0.78,1.77,116.04,3.0,2.31,-1.5,2.75,122.93,,,,,,,,,,,0.0
2009-07-01 16:00:00,16.0,1.85,-0.14,1.85,94.41,4.0,2.26,-1.49,2.71,123.33,,,,,,,,,,,0.0
2009-07-01 17:00:00,17.0,2.21,0.32,2.24,81.68,5.0,2.15,-1.5,2.62,124.92,,,,,,,,,,,0.0
2009-07-01 18:00:00,18.0,2.59,0.5,2.63,79.09,6.0,2.05,-1.47,2.53,125.58,,,,,,,,,,,0.0
2009-07-01 19:00:00,19.0,2.88,0.31,2.89,83.82,7.0,2.04,-1.37,2.45,123.89,,,,,,,,,,,0.0
2009-07-01 20:00:00,20.0,2.96,-0.1,2.96,91.97,8.0,2.03,-1.31,2.42,122.82,,,,,,,,,,,0.0
2009-07-01 21:00:00,21.0,2.71,-0.55,2.77,101.48,9.0,1.95,-1.45,2.43,126.58,,,,,,,,,,,0.0
2009-07-01 22:00:00,22.0,2.09,-0.87,2.26,112.7,10.0,1.71,-1.85,2.52,137.32,,,,,,,,,,,0.0
