date,"(0, 'hors')","(0, 'u')","(0, 'v')","(0, 'ws')","(0, 'wd')","(1, 'hors')","(1, 'u')","(1, 'v')","(1, 'ws')","(1, 'wd')","(2, 'hors')","(2, 'u')","(2, 'v')","(2, 'ws')","(2, 'wd')","(3, 'hors')","(3, 'u')","(3, 'v')","(3, 'ws')","(3, 'wd')",wp1
2009-07-01 01:00:00,1.0,2.34,-0.79,2.47,108.68,,,,,,,,,,,,,,,,0.085
2009-07-01 02:00:00,2.0,2.18,-0.99,2.4,114.31,,,,,,,,,,,,,,,,0.02
2009-07-01 03:00:00,3.0,2.2,-1.21,2.51,118.71,,,,,,,,,,,,,,,,0.06
2009-07-01 04:00:00,4.0,2.35,-1.4,2.73,120.86,,,,,,,,,,,,,,,,0.045
2009-07-01 05:00:00,5.0,2.53,-1.47,2.93,120.13,,,,,,,,,,,,,,,,0.035
2009-07-01 06:00:00,6.0,2.66,-1.29,2.96,115.79,,,,,,,,,,,,,,,,0.005
2009-07-01 07:00:00,7.0,2.69,-0.81,2.81,106.71,,,,,,,,,,,,,,,,0.0
2009-07-01 08:00:00,8.0,2.72,-0.26,2.73,95.39,,,,,,,,,,,,,,,,0.0
2009-07-01 09:00:00,9.0,2.87,0.08,2.87,88.5,,,,,,,,,,,,,,,,0.01
2009-07-01 10:00:00,10.0,3.23,-0.01,3.23,90.19,,,,,,,,,,,,,,,,0.025
2009-07-01 11:00:00,11.0,3.65,-0.33,3.66,95.15,,,,,,,,,,,,,,,,0.03
2009-07-01 12:00:00,12.0,3.89,-0.6,3.94,98.71,,,,,,,,,,,,,,,,0.01
2009-07-01 13:00:00,13.0,3.82,-0.59,3.86,98.85,1.0,2.77,-0.65,2.85,103.17,,,,,,,,,,,0.0
2009-07-01 14:00:00,14.0,3.54,-0.35,3.56,95.62,2.0,3.12,-0.74,3.2,103.36,,,,,,,,,,,0.01
2009-07-01 15:00:00,15.0,3.26,0.05,3.26,89.11,3.0,3.29,-0.62,3.35,100.63,,,,,,,,,,,0.0
2009-07-01 16:00:00,16.0,3.11,0.51,3.15,80.78,4.0,3.31,-0.37,3.33,96.42,,,,,,,,,,,0.0
2009-07-01 17:00:00,17.0,3.09,0.87,3.21,74.33,5.0,3.17,-0.13,3.17,92.38,,,,,,,,,,,0.0
2009-07-01 18:00:00,18.0,3.13,0.97,3.28,72.75,6.0,2.88,-0.04,2.88,90.73,,,,,,,,,,,0.005
2009-07-01 19:00:00,19.0,3.19,0.72,3.27,77.29,7.0,2.45,-0.18,2.46,94.09,,,,,,,,,,,0.0
2009-07-01 20:00:00,20.0,3.17,0.21,3.18,86.2,8.0,1.96,-0.45,2.01,102.78,,,,,,,,,,,0.0
2009-07-01 21:00:00,21.0,2.95,-0.4,2.98,97.73,9.0,1.52,-0.7,1.67,114.58,,,,,,,,,,,0.0
2009-07-01 22:00:00,22.0,2.47,-0.97,2.66,111.41,10.0,1.18,-0.82,1.44,124.63,,,,,,,,,,,0.005
2009-07-01 23:00:00,23.0,1.84,-1.41,2.32,127.38,11.0,0.86,-0.87,1.22,135.16,,,,,,,,,,,0.015
2009-07-02 00:00:00,24.0,1.21,-1.64,2.04,143.67,12.0,0.44,-0.95,1.04,155.24,,,,,,,,,,,0.0
2009-07-02 01:00:00,25.0,0.68,-1.63,1.76,157.32,13.0,-0.15,-1.12,1.13,187.75,1.0,0.68,-1.08,1.27,147.93,,,,,,0.0
2009-07-02 02:00:00,26.0,0.28,-1.47,1.5,169.2,14.0,-0.71,-1.27,1.46,209.04,2.0,0.45,-1.52,1.59,163.36,,,,,,0.01
2009-07-02 03:00:00,27.0,0.0,-1.33,1.33,179.91,15.0,-0.97,-1.27,1.59,217.3,3.0,0.12,-1.46,1.46,175.48,,,,,,0.01
2009-07-02 04:00:00,28.0,-0.16,-1.29,1.3,186.97,16.0,-0.76,-1.02,1.27,216.69,4.0,-0.27,-1.06,1.1,194.13,,,,,,0.0
2009-07-02 05:00:00,29.0,-0.17,-1.31,1.32,187.54,17.0,-0.28,-0.69,0.74,201.76,5.0,-0.56,-0.59,0.81,223.94,,,,,,0.0
2009-07-02 06:00:00,30.0,-0.01,-1.28,1.28,180.49,18.0,0.2,-0.52,0.56,159.25,6.0,-0.63,-0.27,0.68,246.61,,,,,,0.0
2009-07-02 07:00:00,31.0,0.32,-1.14,1.19,164.38,19.0,0.43,-0.66,0.79,147.2,7.0,-0.38,-0.3,0.49,231.76,,,,,,0.0
2009-07-02 08:00:00,32.0,0.63,-1.0,1.18,147.5,20.0,0.36,-0.95,1.02,159.1,8.0,-0.04,-0.57,0.57,184.5,,,,,,0.0
2009-07-02 09:00:00,33.0,0.7,-0.98,1.21,144.2,21.0,0.02,-1.17,1.17,179.14,9.0,0.11,-0.87,0.88,172.7,,,,,,0.015
2009-07-02 10:00:00,34.0,0.39,-1.18,1.24,161.65,22.0,-0.56,-1.14,1.27,206.32,10.0,-0.1,-1.08,1.08,185.05,,,,,,0.03
2009-07-02 11:00:00,35.0,-0.11,-1.47,1.47,184.24,23.0,-1.13,-0.97,1.49,229.38,11.0,-0.44,-1.2,1.28,199.95,,,,,,0.01
2009-07-02 12:00:00,36.0,-0.5,-1.67,1.75,196.78,24.0,-1.4,-0.84,1.63,238.87,12.0,-0.58,-1.32,1.44,203.82,,,,,,0.0
2009-07-02 13:00:00,37.0,-0.57,-1.66,1.76,198.89,25.0,-1.16,-0.88,1.46,232.75,13.0,-0.3,-1.48,1.51,191.55,1.0,0.39,-2.18,2.22,169.75,0.0
2009-07-02 14:00:00,38.0,-0.31,-1.48,1.52,191.96,26.0,-0.62,-1.02,1.19,211.12,14.0,0.25,-1.65,1.67,171.57,2.0,0.74,-2.29,2.4,162.17,0.0
2009-07-02 15:00:00,39.0,0.19,-1.23,1.25,171.43,27.0,-0.05,-1.14,1.14,182.49,15.0,0.8,-1.81,1.98,156.21,3.0,0.91,-2.34,2.52,158.7,0.0
