3.510,-2.430,4.270,124.750,3.510,-2.430,4.270,124.750,3.510,-2.430,4.270,124.750,3.510,-2.430,4.270,124.750,0.257
2.960,-2.120,3.650,125.630,2.960,-2.120,3.650,125.630,2.960,-2.120,3.650,125.630,2.960,-2.120,3.650,125.630,0.178
2.470,-2.020,3.190,129.290,2.470,-2.020,3.190,129.290,2.470,-2.020,3.190,129.290,2.470,-2.020,3.190,129.290,0.109
2.050,-2.060,2.900,135.140,2.050,-2.060,2.900,135.140,2.050,-2.060,2.900,135.140,2.050,-2.060,2.900,135.140,0.079
1.720,-2.110,2.720,140.850,1.720,-2.110,2.720,140.850,1.720,-2.110,2.720,140.850,1.720,-2.110,2.720,140.850,0.099
1.530,-2.070,2.570,143.520,1.530,-2.070,2.570,143.520,1.530,-2.070,2.570,143.520,1.530,-2.070,2.570,143.520,0.069
1.490,-1.860,2.380,141.170,1.490,-1.860,2.380,141.170,1.490,-1.860,2.380,141.170,1.490,-1.860,2.380,141.170,0.000
1.550,-1.620,2.240,136.200,1.550,-1.620,2.240,136.200,1.550,-1.620,2.240,136.200,1.550,-1.620,2.240,136.200,0.000
1.630,-1.550,2.250,133.670,1.630,-1.550,2.250,133.670,1.630,-1.550,2.250,133.670,1.630,-1.550,2.250,133.670,0.000
1.650,-1.780,2.430,137.080,1.650,-1.780,2.430,137.080,1.650,-1.780,2.430,137.080,1.650,-1.780,2.430,137.080,0.000
1.630,-2.100,2.660,142.100,1.630,-2.100,2.660,142.100,1.630,-2.100,2.660,142.100,1.630,-2.100,2.660,142.100,0.000
1.580,-2.240,2.740,144.790,1.580,-2.240,2.740,144.790,1.580,-2.240,2.740,144.790,1.580,-2.240,2.740,144.790,0.000
1.510,-1.990,2.490,142.770,1.880,-1.750,2.570,133.000,1.695,-1.870,2.530,137.885,1.695,-1.870,2.530,137.885,0.000
1.490,-1.440,2.070,134.120,2.200,-1.570,2.700,125.580,1.845,-1.505,2.385,129.850,1.845,-1.505,2.385,129.850,0.000
1.590,-0.780,1.770,116.040,2.310,-1.500,2.750,122.930,1.950,-1.140,2.260,119.485,1.950,-1.140,2.260,119.485,0.000
1.850,-0.140,1.850,94.410,2.260,-1.490,2.710,123.330,2.055,-0.815,2.280,108.870,2.055,-0.815,2.280,108.870,0.000
2.210,0.320,2.240,81.680,2.150,-1.500,2.620,124.920,2.180,-0.590,2.430,103.300,2.180,-0.590,2.430,103.300,0.000
2.590,0.500,2.630,79.090,2.050,-1.470,2.530,125.580,2.320,-0.485,2.580,102.335,2.320,-0.485,2.580,102.335,0.000
2.880,0.310,2.890,83.820,2.040,-1.370,2.450,123.890,2.460,-0.530,2.670,103.855,2.460,-0.530,2.670,103.855,0.000
2.960,-0.100,2.960,91.970,2.030,-1.310,2.420,122.820,2.495,-0.705,2.690,107.395,2.495,-0.705,2.690,107.395,0.000
2.710,-0.550,2.770,101.480,1.950,-1.450,2.430,126.580,2.330,-1.000,2.600,114.030,2.330,-1.000,2.600,114.030,0.000
2.090,-0.870,2.260,112.700,1.710,-1.850,2.520,137.320,1.900,-1.360,2.390,125.010,1.900,-1.360,2.390,125.010,0.000
1.410,-1.020,1.740,125.930,1.290,-2.320,2.650,150.950,1.350,-1.670,2.195,138.440,1.350,-1.670,2.195,138.440,0.000
1.060,-0.960,1.430,132.080,0.670,-2.550,2.640,165.270,0.865,-1.755,2.035,148.675,0.865,-1.755,2.035,148.675,0.000
1.310,-0.700,1.490,118.060,-0.090,-2.350,2.350,182.190,1.010,-1.730,2.010,149.660,0.743,-1.593,1.950,149.970,0.010
1.830,-0.350,1.860,100.930,-0.700,-1.850,1.980,200.720,0.720,-1.600,1.760,155.870,0.617,-1.267,1.867,152.507,0.020
2.120,-0.060,2.120,91.550,-0.800,-1.270,1.500,212.330,0.520,-1.360,1.460,158.950,0.613,-0.897,1.693,154.277,0.020
1.870,0.080,1.870,87.480,-0.190,-0.790,0.810,193.410,0.440,-1.080,1.160,158.030,0.707,-0.597,1.280,146.307,0.000
1.340,0.110,1.340,85.330,0.760,-0.490,0.900,122.630,0.480,-0.860,0.980,150.930,0.860,-0.413,1.073,119.630,0.000
0.930,0.100,0.940,83.740,1.520,-0.380,1.570,104.150,0.680,-0.810,1.060,139.940,1.043,-0.363,1.190,109.277,0.000
0.970,0.110,0.980,83.570,1.720,-0.490,1.790,105.860,1.050,-1.000,1.450,133.680,1.247,-0.460,1.407,107.703,0.000
1.360,0.050,1.360,87.780,1.590,-0.710,1.740,114.180,1.460,-1.340,1.980,132.360,1.470,-0.667,1.693,111.440,0.000
1.890,-0.180,1.890,95.390,1.520,-0.950,1.790,121.920,1.800,-1.690,2.470,133.130,1.737,-0.940,2.050,116.813,0.020
2.360,-0.640,2.450,105.190,1.770,-1.100,2.080,121.860,1.950,-1.950,2.760,135.110,2.027,-1.230,2.430,120.720,0.049
2.560,-1.190,2.820,114.930,2.110,-1.190,2.420,119.440,1.920,-2.190,2.910,138.640,2.197,-1.523,2.717,124.337,0.040
2.250,-1.620,2.770,125.770,2.180,-1.260,2.520,120.010,1.790,-2.470,3.050,144.070,2.073,-1.783,2.780,129.950,0.059
1.350,-1.790,2.240,142.930,1.770,-1.330,2.210,126.960,1.610,-2.840,3.260,150.450,0.940,-3.620,3.740,165.390,0.079
