2.340,-0.790,2.470,108.680,2.340,-0.790,2.470,108.680,2.340,-0.790,2.470,108.680,2.340,-0.790,2.470,108.680,0.085
2.180,-0.990,2.400,114.310,2.180,-0.990,2.400,114.310,2.180,-0.990,2.400,114.310,2.180,-0.990,2.400,114.310,0.020
2.200,-1.210,2.510,118.710,2.200,-1.210,2.510,118.710,2.200,-1.210,2.510,118.710,2.200,-1.210,2.510,118.710,0.060
2.350,-1.400,2.730,120.860,2.350,-1.400,2.730,120.860,2.350,-1.400,2.730,120.860,2.350,-1.400,2.730,120.860,0.045
2.530,-1.470,2.930,120.130,2.530,-1.470,2.930,120.130,2.530,-1.470,2.930,120.130,2.530,-1.470,2.930,120.130,0.035
2.660,-1.290,2.960,115.790,2.660,-1.290,2.960,115.790,2.660,-1.290,2.960,115.790,2.660,-1.290,2.960,115.790,0.005
2.690,-0.810,2.810,106.710,2.690,-0.810,2.810,106.710,2.690,-0.810,2.810,106.710,2.690,-0.810,2.810,106.710,0.000
2.720,-0.260,2.730,95.390,2.720,-0.260,2.730,95.390,2.720,-0.260,2.730,95.390,2.720,-0.260,2.730,95.390,0.000
2.870,0.080,2.870,88.500,2.870,0.080,2.870,88.500,2.870,0.080,2.870,88.500,2.870,0.080,2.870,88.500,0.010
3.230,-0.010,3.230,90.190,3.230,-0.010,3.230,90.190,3.230,-0.010,3.230,90.190,3.230,-0.010,3.230,90.190,0.025
3.650,-0.330,3.660,95.150,3.650,-0.330,3.660,95.150,3.650,-0.330,3.660,95.150,3.650,-0.330,3.660,95.150,0.030
3.890,-0.600,3.940,98.710,3.890,-0.600,3.940,98.710,3.890,-0.600,3.940,98.710,3.890,-0.600,3.940,98.710,0.010
3.820,-0.590,3.860,98.850,2.770,-0.650,2.850,103.170,3.295,-0.620,3.355,101.010,3.295,-0.620,3.355,101.010,0.000
3.540,-0.350,3.560,95.620,3.120,-0.740,3.200,103.360,3.330,-0.545,3.380,99.490,3.330,-0.545,3.380,99.490,0.010
3.260,0.050,3.260,89.110,3.290,-0.620,3.350,100.630,3.275,-0.285,3.305,94.870,3.275,-0.285,3.305,94.870,0.000
3.110,0.510,3.150,80.780,3.310,-0.370,3.330,96.420,3.210,0.070,3.240,88.600,3.210,0.070,3.240,88.600,0.000
3.090,0.870,3.210,74.330,3.170,-0.130,3.170,92.380,3.130,0.370,3.190,83.355,3.130,0.370,3.190,83.355,0.000
3.130,0.970,3.280,72.750,2.880,-0.040,2.880,90.730,3.005,0.465,3.080,81.740,3.005,0.465,3.080,81.740,0.005
3.190,0.720,3.270,77.290,2.450,-0.180,2.460,94.090,2.820,0.270,2.865,85.690,2.820,0.270,2.865,85.690,0.000
3.170,0.210,3.180,86.200,1.960,-0.450,2.010,102.780,2.565,-0.120,2.595,94.490,2.565,-0.120,2.595,94.490,0.000
2.950,-0.400,2.980,97.730,1.520,-0.700,1.670,114.580,2.235,-0.550,2.325,106.155,2.235,-0.550,2.325,106.155,0.000
2.470,-0.970,2.660,111.410,1.180,-0.820,1.440,124.630,1.825,-0.895,2.050,118.020,1.825,-0.895,2.050,118.020,0.005
1.840,-1.410,2.320,127.380,0.860,-0.870,1.220,135.160,1.350,-1.140,1.770,131.270,1.350,-1.140,1.770,131.270,0.015
1.210,-1.640,2.040,143.670,0.440,-0.950,1.040,155.240,0.825,-1.295,1.540,149.455,0.825,-1.295,1.540,149.455,0.000
0.680,-1.630,1.760,157.320,-0.150,-1.120,1.130,187.750,0.680,-1.080,1.270,147.930,0.403,-1.277,1.387,164.333,0.000
0.280,-1.470,1.500,169.200,-0.710,-1.270,1.460,209.040,0.450,-1.520,1.590,163.360,0.007,-1.420,1.517,180.533,0.010
0.000,-1.330,1.330,179.910,-0.970,-1.270,1.590,217.300,0.120,-1.460,1.460,175.480,-0.283,-1.353,1.460,190.897,0.010
-0.160,-1.290,1.300,186.970,-0.760,-1.020,1.270,216.690,-0.270,-1.060,1.100,194.130,-0.397,-1.123,1.223,199.263,0.000
-0.170,-1.310,1.320,187.540,-0.280,-0.690,0.740,201.760,-0.560,-0.590,0.810,223.940,-0.337,-0.863,0.957,204.413,0.000
-0.010,-1.280,1.280,180.490,0.200,-0.520,0.560,159.250,-0.630,-0.270,0.680,246.610,-0.147,-0.690,0.840,195.450,0.000
0.320,-1.140,1.190,164.380,0.430,-0.660,0.790,147.200,-0.380,-0.300,0.490,231.760,0.123,-0.700,0.823,181.113,0.000
0.630,-1.000,1.180,147.500,0.360,-0.950,1.020,159.100,-0.040,-0.570,0.570,184.500,0.317,-0.840,0.923,163.700,0.000
0.700,-0.980,1.210,144.200,0.020,-1.170,1.170,179.140,0.110,-0.870,0.880,172.700,0.277,-1.007,1.087,165.347,0.015
0.390,-1.180,1.240,161.650,-0.560,-1.140,1.270,206.320,-0.100,-1.080,1.080,185.050,-0.090,-1.133,1.197,184.340,0.030
-0.110,-1.470,1.470,184.240,-1.130,-0.970,1.490,229.380,-0.440,-1.200,1.280,199.950,-0.560,-1.213,1.413,204.523,0.010
-0.500,-1.670,1.750,196.780,-1.400,-0.840,1.630,238.870,-0.580,-1.320,1.440,203.820,-0.827,-1.277,1.607,213.157,0.000
-0.570,-1.660,1.760,198.890,-1.160,-0.880,1.460,232.750,-0.300,-1.480,1.510,191.550,0.390,-2.180,2.220,169.750,0.000
-0.310,-1.480,1.520,191.960,-0.620,-1.020,1.190,211.120,0.250,-1.650,1.670,171.570,0.740,-2.290,2.400,162.170,0.000
0.190,-1.230,1.250,171.430,-0.050,-1.140,1.140,182.490,0.800,-1.810,1.980,156.210,0.910,-2.340,2.520,158.700,0.000
0.850,-1.010,1.320,139.820,0.330,-1.160,1.210,164.070,1.170,-1.940,2.260,148.970,0.990,-2.370,2.570,157.240,0.010
1.580,-0.920,1.830,120.330,0.640,-1.160,1.320,151.250,1.400,-2.100,2.520,146.210,1.070,-2.400,2.630,156.030,0.010
2.260,-1.090,2.510,115.880,1.060,-1.260,1.650,139.980,1.640,-2.390,2.900,145.540,1.230,-2.480,2.760,153.580,0.010
2.780,-1.570,3.190,119.470,1.710,-1.540,2.300,132.080,1.950,-2.850,3.460,145.570,1.550,-2.620,3.040,149.370,0.010
3.070,-2.130,3.740,124.770,2.350,-1.920,3.040,129.210,2.260,-3.320,4.020,145.730,1.970,-2.760,3.390,144.510,0.010
3.070,-2.500,3.960,129.130,2.670,-2.260,3.500,130.260,2.440,-3.580,4.330,145.780,2.390,-2.810,3.690,139.600,0.080
2.750,-2.460,3.690,131.850,2.460,-2.460,3.480,135.000,2.390,-3.470,4.210,145.510,2.740,-2.710,3.850,134.690,0.025
2.300,-2.180,3.170,133.500,1.990,-2.480,3.180,141.230,2.210,-3.090,3.800,144.440,2.930,-2.470,3.830,130.170,0.080
1.930,-1.870,2.690,134.120,1.630,-2.290,2.810,144.500,2.030,-2.570,3.270,141.680,2.910,-2.160,3.620,126.630,0.201
1.650,-1.880,2.500,138.640,1.960,-2.040,2.830,136.190,2.650,-1.820,3.210,124.460,2.060,-2.140,2.970,136.140,0.120
1.940,-1.380,2.380,125.310,2.000,-1.570,2.540,128.180,2.330,-1.480,2.770,122.460,2.120,-1.920,2.860,132.130,0.035
2.270,-0.920,2.450,111.980,2.120,-1.200,2.440,119.410,2.210,-1.210,2.520,118.820,2.370,-1.710,2.930,125.850,0.050
2.460,-0.610,2.540,103.990,2.300,-0.950,2.490,112.370,2.420,-1.030,2.630,113.110,2.740,-1.530,3.140,119.180,0.080
2.500,-0.450,2.540,100.170,2.510,-0.820,2.640,108.190,2.840,-0.910,2.980,107.830,3.130,-1.360,3.410,113.510,0.065
2.420,-0.370,2.450,98.760,2.710,-0.820,2.830,106.810,3.250,-0.810,3.350,104.050,3.420,-1.190,3.630,109.200,0.140
2.280,-0.340,2.300,98.600,2.910,-0.910,3.050,107.430,3.490,-0.710,3.560,101.430,3.570,-1.030,3.720,106.160,0.080
2.290,-0.360,2.320,99.000,3.160,-1.040,3.330,108.240,3.630,-0.630,3.690,99.910,3.650,-0.960,3.770,104.810,0.055
2.700,-0.430,2.740,99.140,3.570,-1.130,3.740,107.630,3.810,-0.660,3.870,99.860,3.800,-1.080,3.950,105.910,0.025
3.650,-0.570,3.700,98.820,4.150,-1.150,4.300,105.460,4.110,-0.840,4.190,101.530,4.100,-1.450,4.350,109.480,0.040
4.780,-0.750,4.840,98.940,4.730,-1.200,4.880,104.210,4.440,-1.180,4.590,104.840,4.450,-1.990,4.870,114.040,0.100
5.620,-0.980,5.700,99.900,5.080,-1.440,5.280,105.790,4.700,-1.690,4.990,109.740,4.710,-2.570,5.370,118.640,0.175
5.060,-1.950,5.420,111.060,4.800,-2.340,5.340,116.040,4.790,-3.110,5.710,123.010,3.730,-2.930,4.740,128.180,0.130
4.870,-2.540,5.490,117.530,4.800,-3.020,5.680,122.190,4.780,-3.550,5.960,126.570,3.910,-3.580,5.300,132.500,0.095
4.820,-2.950,5.660,121.480,4.830,-3.580,6.010,126.510,4.860,-3.860,6.210,128.440,4.420,-4.010,5.970,132.240,0.095
5.130,-3.010,5.950,120.410,4.970,-3.880,6.310,128.000,5.140,-4.020,6.520,128.000,5.130,-4.250,6.660,129.640,0.190
5.660,-2.830,6.330,116.600,5.220,-3.940,6.540,127.020,5.550,-4.020,6.850,125.890,5.850,-4.290,7.260,126.240,0.221
6.180,-2.620,6.710,112.960,5.590,-3.780,6.750,124.080,5.990,-3.880,7.140,122.880,6.400,-4.140,7.620,122.860,0.226
6.530,-2.520,7.000,111.150,6.030,-3.460,6.950,119.830,6.370,-3.610,7.320,119.550,6.650,-3.810,7.670,119.830,0.301
6.680,-2.530,7.140,110.750,6.400,-3.100,7.110,115.850,6.620,-3.320,7.410,116.630,6.680,-3.440,7.520,117.260,0.421
6.680,-2.580,7.160,111.080,6.540,-2.860,7.140,113.650,6.700,-3.110,7.380,114.890,6.630,-3.170,7.350,115.550,0.486
6.550,-2.600,7.050,111.660,6.330,-2.840,6.940,114.170,6.560,-3.040,7.230,114.870,6.600,-3.090,7.280,115.090,0.476
6.260,-2.570,6.770,112.310,5.840,-2.890,6.520,116.350,6.200,-3.000,6.880,115.840,6.470,-3.080,7.170,115.460,0.476
5.770,-2.450,6.270,112.970,5.210,-2.830,5.930,118.520,5.620,-2.830,6.300,116.740,6.120,-2.980,6.810,116.000,0.521
4.550,-2.520,5.200,118.980,4.870,-2.440,5.450,116.570,5.450,-2.680,6.070,116.170,5.460,-2.260,5.910,112.450,0.476
3.960,-2.080,4.480,117.730,4.100,-1.950,4.540,115.450,4.650,-2.260,5.170,115.930,4.870,-2.290,5.380,115.220,0.501
3.550,-1.710,3.940,115.670,3.500,-1.580,3.840,114.260,3.970,-1.880,4.390,115.400,4.390,-2.170,4.890,116.340,0.662
3.370,-1.530,3.710,114.430,3.190,-1.450,3.500,114.390,3.580,-1.660,3.950,114.820,4.000,-1.960,4.450,116.080,0.747
3.310,-1.510,3.640,114.520,3.050,-1.440,3.380,115.320,3.360,-1.520,3.680,114.370,3.670,-1.730,4.060,115.240,0.622
3.190,-1.540,3.540,115.730,2.900,-1.390,3.210,115.610,3.090,-1.380,3.380,114.040,3.350,-1.570,3.700,115.130,0.406
2.910,-1.550,3.300,118.010,2.620,-1.180,2.870,114.340,2.660,-1.180,2.910,113.850,3.020,-1.550,3.400,117.070,0.190
2.630,-1.620,3.090,121.570,2.400,-1.060,2.620,113.850,2.300,-1.050,2.520,114.540,2.830,-1.660,3.280,120.380,0.110
2.540,-1.830,3.130,125.780,2.510,-1.330,2.840,118.020,2.290,-1.160,2.570,116.950,2.950,-1.910,3.520,122.890,0.075
2.800,-2.260,3.600,128.870,3.100,-2.190,3.800,125.170,2.830,-1.630,3.270,119.970,3.490,-2.280,4.170,123.150,0.135
3.370,-2.820,4.390,129.950,3.950,-3.280,5.130,129.740,3.710,-2.320,4.370,122.030,4.250,-2.730,5.050,122.740,0.110
4.140,-3.400,5.350,129.420,4.690,-4.150,6.260,131.480,4.570,-3.010,5.470,123.410,4.930,-3.210,5.880,123.030,0.201
5.070,-4.450,6.750,131.220,5.150,-3.550,6.250,124.560,5.320,-3.660,6.460,124.480,4.900,-4.560,6.700,132.940,0.386
5.150,-4.340,6.730,130.110,5.430,-3.890,6.680,125.630,5.410,-4.030,6.750,126.690,4.990,-4.550,6.750,132.320,0.461
5.060,-4.120,6.520,129.150,5.440,-4.040,6.780,126.610,5.240,-4.280,6.770,129.280,4.850,-4.500,6.610,132.850,0.451
4.920,-4.020,6.350,129.290,5.240,-4.030,6.610,127.550,4.880,-4.390,6.560,131.930,4.560,-4.410,6.340,134.060,0.376
4.780,-4.090,6.290,130.590,4.960,-4.000,6.370,128.830,4.560,-4.410,6.340,134.020,4.300,-4.320,6.090,135.150,0.266
4.680,-4.310,6.360,132.690,4.760,-4.110,6.290,130.810,4.510,-4.430,6.320,134.460,4.260,-4.260,6.020,135.020,0.241
4.610,-4.630,6.540,135.080,4.710,-4.450,6.490,133.380,4.870,-4.500,6.630,132.750,4.540,-4.240,6.210,133.050,0.236
4.470,-4.790,6.550,136.990,4.640,-4.750,6.640,135.670,5.230,-4.450,6.870,130.400,4.860,-4.110,6.360,130.230,0.226
4.090,-4.520,6.100,137.860,4.290,-4.630,6.320,137.180,5.100,-4.080,6.530,128.700,4.830,-3.680,6.070,127.340,0.271
3.410,-3.650,5.000,136.920,3.540,-3.870,5.240,137.510,4.160,-3.270,5.300,128.190,4.220,-2.870,5.100,124.220,0.271
2.700,-2.460,3.650,132.350,2.700,-2.720,3.840,135.240,2.920,-2.240,3.680,127.530,3.350,-1.920,3.860,119.720,0.296
2.290,-1.350,2.650,120.460,2.200,-1.600,2.720,126.060,2.070,-1.300,2.450,122.000,2.710,-1.160,2.950,113.220,0.190
2.340,-0.830,2.480,109.420,2.120,-0.660,2.220,107.360,2.630,-0.860,2.770,108.060,3.520,-1.020,3.660,106.240,0.120
