-0.990,2.750,2.930,340.240,-0.990,2.750,2.930,340.240,-0.990,2.750,2.930,340.240,-0.990,2.750,2.930,340.240,0.066
-1.250,2.540,2.830,333.880,-1.250,2.540,2.830,333.880,-1.250,2.540,2.830,333.880,-1.250,2.540,2.830,333.880,0.015
-1.350,2.590,2.920,332.410,-1.350,2.590,2.920,332.410,-1.350,2.590,2.920,332.410,-1.350,2.590,2.920,332.410,0.010
-1.330,2.800,3.100,334.530,-1.330,2.800,3.100,334.530,-1.330,2.800,3.100,334.530,-1.330,2.800,3.100,334.530,0.010
-1.220,3.090,3.320,338.510,-1.220,3.090,3.320,338.510,-1.220,3.090,3.320,338.510,-1.220,3.090,3.320,338.510,0.015
-1.020,3.340,3.490,343.080,-1.020,3.340,3.490,343.080,-1.020,3.340,3.490,343.080,-1.020,3.340,3.490,343.080,0.015
-0.770,3.490,3.570,347.560,-0.770,3.490,3.570,347.560,-0.770,3.490,3.570,347.560,-0.770,3.490,3.570,347.560,0.025
-0.550,3.540,3.580,351.120,-0.550,3.540,3.580,351.120,-0.550,3.540,3.580,351.120,-0.550,3.540,3.580,351.120,0.046
-0.460,3.560,3.590,352.580,-0.460,3.560,3.590,352.580,-0.460,3.560,3.590,352.580,-0.460,3.560,3.590,352.580,0.081
-0.530,3.580,3.620,351.580,-0.530,3.580,3.620,351.580,-0.530,3.580,3.620,351.580,-0.530,3.580,3.620,351.580,0.101
-0.530,3.660,3.700,351.750,-0.530,3.660,3.700,351.750,-0.530,3.660,3.700,351.750,-0.530,3.660,3.700,351.750,0.111
-0.180,3.820,3.830,357.340,-0.180,3.820,3.830,357.340,-0.180,3.820,3.830,357.340,-0.180,3.820,3.830,357.340,0.121
0.690,4.090,4.140,9.640,-0.530,4.060,4.090,352.590,0.080,4.075,4.115,181.115,0.080,4.075,4.115,181.115,0.111
1.770,4.320,4.670,22.320,0.100,4.390,4.390,1.310,0.935,4.355,4.530,11.815,0.935,4.355,4.530,11.815,0.137
2.630,4.360,5.090,31.070,0.490,4.550,4.570,6.140,1.560,4.455,4.830,18.605,1.560,4.455,4.830,18.605,0.106
2.930,4.110,5.050,35.510,0.700,4.550,4.600,8.700,1.815,4.330,4.825,22.105,1.815,4.330,4.825,22.105,0.086
2.800,3.710,4.650,37.010,0.810,4.430,4.500,10.350,1.805,4.070,4.575,23.680,1.805,4.070,4.575,23.680,0.056
2.430,3.360,4.150,35.930,0.930,4.240,4.340,12.340,1.680,3.800,4.245,24.135,1.680,3.800,4.245,24.135,0.030
2.040,3.200,3.800,32.490,1.110,4.000,4.150,15.470,1.575,3.600,3.975,23.980,1.575,3.600,3.975,23.980,0.020
1.720,3.150,3.590,28.560,1.250,3.720,3.920,18.520,1.485,3.435,3.755,23.540,1.485,3.435,3.755,23.540,0.000
1.550,3.070,3.440,26.750,1.200,3.370,3.570,19.560,1.375,3.220,3.505,23.155,1.375,3.220,3.505,23.155,0.005
1.580,2.860,3.270,28.820,0.880,2.960,3.090,16.590,1.230,2.910,3.180,22.705,1.230,2.910,3.180,22.705,0.005
1.640,2.570,3.050,32.480,0.480,2.560,2.610,10.530,1.060,2.565,2.830,21.505,1.060,2.565,2.830,21.505,0.010
1.540,2.300,2.760,33.770,0.220,2.250,2.260,5.530,0.880,2.275,2.510,19.650,0.880,2.275,2.510,19.650,0.000
1.140,2.110,2.400,28.440,0.250,2.080,2.090,6.940,-0.170,2.300,2.310,355.840,0.407,2.163,2.267,130.407,0.000
0.610,1.970,2.060,17.080,0.350,1.930,1.960,10.400,-0.530,2.060,2.120,345.420,0.143,1.987,2.047,124.300,0.000
0.160,1.850,1.860,5.020,0.200,1.650,1.660,6.900,-0.590,1.540,1.650,338.960,-0.077,1.680,1.723,116.960,0.000
-0.030,1.690,1.690,359.080,-0.410,1.140,1.210,340.150,-0.470,0.860,0.980,331.160,-0.303,1.230,1.293,343.463,0.000
-0.060,1.510,1.510,357.780,-1.200,0.500,1.310,292.710,-0.410,0.150,0.430,290.720,-0.557,0.720,1.083,313.737,0.020
-0.090,1.290,1.300,355.890,-1.780,-0.110,1.790,266.420,-0.620,-0.470,0.780,233.160,-0.830,0.237,1.290,285.157,0.015
-0.240,1.060,1.090,347.170,-1.870,-0.570,1.950,253.130,-1.270,-0.880,1.550,235.080,-1.127,-0.130,1.530,278.460,0.005
-0.410,0.840,0.930,333.660,-1.610,-0.760,1.780,244.770,-2.070,-1.020,2.300,243.730,-1.363,-0.313,1.670,274.053,0.000
-0.470,0.650,0.800,324.110,-1.270,-0.590,1.400,244.970,-2.650,-0.800,2.760,253.150,-1.463,-0.247,1.653,274.077,0.000
-0.300,0.500,0.590,329.060,-1.070,-0.070,1.070,266.500,-2.720,-0.210,2.730,265.490,-1.363,0.073,1.463,287.017,0.000
0.080,0.280,0.290,16.890,-0.990,0.500,1.110,296.790,-2.330,0.540,2.390,283.060,-1.080,0.440,1.263,198.913,0.000
0.650,-0.170,0.670,104.440,-0.970,0.690,1.190,305.290,-1.590,1.200,2.000,307.070,-0.637,0.573,1.287,238.933,0.000
1.330,-0.900,1.600,124.070,-0.980,0.240,1.010,283.710,-0.680,1.580,1.720,336.840,0.270,1.110,1.140,13.620,0.000
1.890,-1.620,2.490,130.610,-1.030,-0.540,1.160,242.470,0.130,1.720,1.720,4.470,0.530,0.730,0.900,35.790,0.000
2.080,-1.960,2.860,133.240,-1.180,-1.180,1.670,225.160,0.520,1.720,1.790,16.790,0.290,0.310,0.420,43.000,0.000
1.770,-1.640,2.420,132.820,-1.420,-1.340,1.950,226.600,0.280,1.660,1.680,9.470,-0.210,-0.100,0.230,244.820,0.000
1.340,-0.860,1.590,122.550,-1.430,-1.160,1.840,231.080,-0.290,1.530,1.550,349.180,-0.630,-0.430,0.760,236.060,0.000
1.290,0.110,1.300,85.030,-0.860,-0.870,1.230,224.520,-0.760,1.270,1.490,329.020,-0.590,-0.590,0.830,225.320,0.005
1.960,1.000,2.200,62.840,0.480,-0.700,0.850,145.450,-0.820,0.900,1.210,317.460,0.140,-0.530,0.550,165.690,0.000
2.950,1.660,3.380,60.680,2.040,-0.640,2.140,107.510,-0.540,0.520,0.750,313.930,1.210,-0.330,1.250,105.370,0.000
3.710,1.930,4.190,62.490,3.100,-0.680,3.170,102.360,-0.090,0.310,0.320,343.390,2.130,-0.080,2.130,92.190,0.000
3.850,1.780,4.240,65.230,3.140,-0.750,3.230,103.500,0.370,0.360,0.520,45.800,2.530,0.140,2.530,86.880,0.000
3.580,1.410,3.850,68.490,2.550,-0.750,2.660,106.390,0.830,0.520,0.980,57.790,2.550,0.310,2.570,83.040,0.005
3.250,1.120,3.430,70.930,1.950,-0.530,2.020,105.300,1.270,0.560,1.390,66.290,2.460,0.440,2.500,79.800,0.000
1.810,-0.030,1.810,91.100,1.710,0.320,1.740,79.250,2.460,0.540,2.520,77.670,2.210,0.920,2.390,67.340,0.005
2.020,0.560,2.100,74.600,2.060,-0.060,2.070,91.760,2.540,0.620,2.610,76.300,2.530,0.920,2.690,69.980,0.005
2.350,0.990,2.550,67.120,2.270,-0.410,2.310,100.250,2.640,0.710,2.730,74.880,2.840,0.960,3.000,71.330,0.020
2.590,1.080,2.810,67.280,2.290,-0.570,2.360,103.930,2.700,0.830,2.830,72.890,3.130,0.990,3.280,72.350,0.015
2.750,0.930,2.910,71.350,2.270,-0.560,2.340,103.890,2.730,0.930,2.890,71.180,3.330,0.940,3.460,74.230,0.035
2.910,0.690,2.990,76.660,2.370,-0.450,2.420,100.800,2.740,0.950,2.910,70.810,3.390,0.700,3.470,78.340,0.046
3.090,0.490,3.130,80.960,2.730,-0.300,2.750,96.300,2.760,0.870,2.900,72.580,3.300,0.230,3.310,85.980,0.030
3.300,0.330,3.310,84.230,3.260,-0.130,3.270,92.280,2.890,0.730,2.980,75.840,3.200,-0.290,3.210,95.180,0.030
3.490,0.170,3.490,87.150,3.820,0.050,3.820,89.270,3.250,0.630,3.310,79.040,3.310,-0.630,3.370,100.860,0.046
